,FIPS,date,confirmed_cases,confirmed_cases_smooth,num_visits_movavg_14,num_visitors_nmlz_movavg_14,risk,risk_density_weighted,risk_moving_avg,risk_moving_avg_density_weighted,COUNTY,STATE,num_hospital,num_beds,cum_deaths_count,cum_recovered_count,Population Density
28,36025,2020-03-15,1,2,160.0,4.000678950762028,0.0001598464677263016,0.0005480937315833285,0.00015984646772630162,0.0005480937315833286,DELAWARE,NY,4.0,67.0,0.0,0.0,30.597459859682203
29,36027,2020-03-15,4,5,2174.333333333333,25.541625938777944,0.0017735519933921987,0.010430596961534434,0.0017735519933921987,0.010430596961534434,DUTCHESS,NY,4.0,-323.0,0.0,0.0,369.7924914847354
30,36029,2020-03-15,3,4,2983.0,32.492379885229695,0.0004036260452443544,0.0027264627588247303,0.0004036260452443544,0.0027264627588247303,ERIE,NY,15.0,-1646.0,0.0,0.0,881.0883388159473
31,36031,2020-03-15,0,1,134.125,2.531697921682733,1.857780638988081e-05,0.00014422459848362212,1.8577806389880812e-05,0.0001442245984836221,ESSEX,NY,3.0,-959.0,0.0,0.0,20.55756508362919
32,36033,2020-03-15,0,1,529.6,8.101341051292513,7.135039733868727e-07,5.629663251706023e-06,7.135039733868725e-07,5.6296632517060226e-06,FRANKLIN,NY,3.0,-826.0,0.0,0.0,30.70492044784915
33,36035,2020-03-15,0,1,367.33333333333326,6.185149299197142,5.037895292384439e-06,2.858208541234012e-05,5.0378952923844386e-06,2.8582085412340112e-05,FULTON,NY,1.0,74.0,0.0,0.0,107.74214382303673
34,36037,2020-03-15,0,1,613.2,10.040434425515668,4.139439703140447e-07,2.8070194211338986e-06,4.139439703140447e-07,2.8070194211338986e-06,GENESEE,NY,3.0,-868.0,0.0,0.0,116.20075465573905
35,36039,2020-03-15,0,1,167.54545454545453,2.9850682396125268,8.011378218055325e-05,0.0006886660800056231,8.011378218055323e-05,0.000688666080005623,,,,,0.0,0.0,72.9155077569689
36,36041,2020-03-15,0,1,19.0,0.6762021762021763,0.0,0.0,0.0,0.0,,,,,0.0,0.0,2.571373670205023
37,36043,2020-03-15,1,2,383.0,6.3757250904395475,0.0001984353666874609,0.0007483906574225483,0.0001984353666874609,0.0007483906574225483,HERKIMER,NY,1.0,25.0,0.0,0.0,43.443360468164386
38,36045,2020-03-15,0,1,1470.0,19.812059013319303,1.268037323714915e-07,7.098542774119648e-07,1.268037323714915e-07,7.098542774119648e-07,JEFFERSON,NY,3.0,344.0,0.0,0.0,86.5795883618821
39,36047,2020-03-15,0,1,5312.666666666667,51.94091669654973,4.176088432698006e-05,0.0003858815159287293,4.1760884326980045e-05,0.0003858815159287293,KINGS,NY,18.0,3169.0,,,36146.61112680034
40,36049,2020-03-15,0,1,186.75,4.208302934864392,0.0,0.0,0.0,0.0,LEWIS,NY,1.0,31.0,0.0,0.0,20.629491323312518
41,36051,2020-03-15,0,1,712.25,7.242910625315198,0.0,0.0,0.0,0.0,LIVINGSTON,NY,1.0,67.0,0.0,0.0,99.58528555147524
42,36053,2020-03-15,0,1,654.0,7.240864522160387,1.5964741079886847e-06,9.809738777625717e-06,1.5964741079886845e-06,9.809738777625715e-06,MADISON,NY,1.0,101.0,0.0,14.0,108.33333333333331
43,36055,2020-03-15,2,3,2231.12,19.75438931603124,0.00015412411795194772,0.0010848252743069077,0.00015412411795194772,0.0010848252743069077,MONROE,NY,7.0,-250.0,0.0,0.0,1128.665114651329
44,36057,2020-03-15,0,1,429.0,6.4357866553126275,4.79399215135452e-06,2.7189463588213533e-05,4.79399215135452e-06,2.7189463588213533e-05,MONTGOMERY,NY,2.0,130.0,0.0,0.0,122.12435490273916
45,36059,2020-03-15,79,80,12324.909090909092,126.655312957609,0.084140874739723,0.7110969581300497,0.084140874739723,0.7110969581300497,NASSAU,NY,12.0,2969.0,0.0,0.0,4765.8190502950265
46,36061,2020-03-15,269,270,632.9148936170212,5.226433614693368,0.018909701145807308,0.2112558465505534,0.018909701145807305,0.21125584655055332,NEW YORK,NY,29.0,5058.0,1.0,0.0,71340.60446780553
47,36063,2020-03-15,0,1,2139.333333333333,25.216661555933968,1.3668593861317986e-05,9.272762697040216e-05,1.3668593861317986e-05,9.272762697040216e-05,NIAGARA,NY,4.0,552.0,0.0,0.0,400.6451489394288
48,36065,2020-03-15,0,1,1922.7777777777774,25.82519363548423,5.879584825781682e-05,0.00022174607412945807,5.879584825781682e-05,0.00022174607412945807,ONEIDA,NY,7.0,-2272.0,0.0,0.0,188.60552774180775
49,36067,2020-03-15,0,1,1992.2941176470588,22.01844208146328,4.937046692536785e-07,2.8091446658226173e-06,4.937046692536786e-07,2.8091446658226173e-06,ONONDAGA,NY,7.0,-326.0,0.0,0.0,591.6417220159559
50,36069,2020-03-15,0,1,1372.0,13.66824512288594,2.0106450979432e-05,0.00014132403965414657,2.0106450979432004e-05,0.00014132403965414663,ONTARIO,NY,4.0,-600.0,0.0,0.0,170.4426537488161
51,36071,2020-03-15,6,7,2977.25,39.341165138486716,0.004559463786197605,0.027813786643932872,0.004559463786197604,0.02781378664393287,ORANGE,NY,7.0,-1096.0,0.0,0.0,474.24509357020537
52,36073,2020-03-15,0,1,470.0,6.512767809830901,4.6267810784408133e-07,3.252067673551687e-06,4.626781078440812e-07,3.2520676735516862e-06,ORLEANS,NY,1.0,39.0,0.0,0.0,103.13346623728468
53,36075,2020-03-15,0,1,1129.3333333333333,12.310252655200438,0.0,0.0,0.0,0.0,OSWEGO,NY,2.0,158.0,0.0,0.0,123.07465980139757
54,36077,2020-03-15,0,1,499.16666666666674,7.41549830852628,5.692341551235832e-05,0.00019560366101264222,5.692341551235832e-05,0.00019560366101264222,OTSEGO,NY,2.0,240.0,0.0,0.0,59.39203354297694
55,36079,2020-03-15,0,1,1840.0,20.129152541170974,0.0008889212807572576,0.0065943288419307725,0.0008889212807572578,0.006594328841930774,PUTNAM,NY,1.0,164.0,0.0,0.0,426.9028700447223
56,36081,2020-03-15,0,1,1722.7272727272727,16.746930327883803,0.00021367803510338168,0.0019138154646171606,0.00021367803510338168,0.0019138154646171606,QUEENS,NY,12.0,737.0,,,20767.142725513684
57,36083,2020-03-15,0,1,1172.0,14.724881039490285,3.850231285005879e-05,0.00025081353900407543,3.850231285005879e-05,0.00025081353900407543,RENSSELAER,NY,3.0,423.0,0.0,0.0,243.26594423922882
58,36085,2020-03-15,0,1,8138.5,51.438257375795146,1.3828506317097314e-05,0.00013996418135403494,1.3828506317097314e-05,0.00013996418135403492,RICHMOND,NY,6.0,-811.0,,,8157.323967791674
59,36087,2020-03-15,12,13,2079.818181818182,42.793285509862784,0.0049142918929028535,0.03725948568351063,0.004914291892902854,0.03725948568351064,ROCKLAND,NY,4.0,1169.0,1.0,0.0,1877.20541630654
60,36089,2020-03-15,0,1,827.6,13.158371415650349,0.0,0.0,0.0,0.0,ST. LAWRENCE,NY,5.0,319.0,0.0,0.0,40.19579313380938
61,36091,2020-03-15,3,4,2158.75,19.147851052840725,0.0003426943966386076,0.001959279776883962,0.0003426943966386076,0.001959279776883962,HAMILTON,OH,1.0,-999.0,0.0,0.0,283.7884886046569
62,36091,2020-03-15,3,4,2158.75,19.147851052840725,0.0003426943966386076,0.001959279776883962,0.0003426943966386076,0.001959279776883962,SARATOGA,NY,2.0,259.0,0.0,0.0,283.7884886046569
63,36093,2020-03-15,1,2,880.875,11.156368638471816,0.00021586829427787605,0.0014070663925201676,0.000215868294277876,0.0014070663925201672,SCHENECTADY,NY,4.0,-461.0,0.0,0.0,759.3340504596127
64,36095,2020-03-15,0,1,247.4,4.497893891109513,1.0197315904026014e-05,6.50952851092363e-05,1.019731590402601e-05,6.509528510923628e-05,SCHOHARIE,NY,1.0,40.0,0.0,0.0,49.85204721623621
65,36097,2020-03-15,0,1,82.8,1.8387437397955275,0.0,0.0,0.0,0.0,SCHUYLER,NY,1.0,25.0,0.0,0.0,54.235068376328705
66,36099,2020-03-15,0,1,164.28571428571428,2.965011153317089,2.304148197666172e-05,0.0001737953418677531,2.304148197666172e-05,0.0001737953418677531,,,,,0.0,0.0,105.08170893701151
67,36101,2020-03-15,0,1,904.0,19.2294118630364,0.0,0.0,0.0,0.0,STEUBEN,NY,6.0,-1784.0,0.0,0.0,68.59035208836728
68,36103,2020-03-15,41,42,21178.11111111111,166.2879249289603,0.14185074691435345,1.0512298603287509,0.14185074691435345,1.0512298603287509,SUFFOLK,NY,14.0,2584.0,0.0,0.0,1618.991283372622
69,36105,2020-03-15,0,1,643.0,12.653504429652031,8.487590477129926e-06,3.021668828245613e-05,8.487590477129926e-06,3.021668828245613e-05,SULLIVAN,NY,2.0,169.0,0.0,0.0,77.915156022435
70,36107,2020-03-15,1,2,357.66666666666674,6.134682997265114,0.0002416153434182624,0.0010950112866652813,0.0002416153434182624,0.0010950112866652813,,,,,0.0,0.0,92.94832240647898
71,36109,2020-03-15,1,2,1745.428571428571,16.447917856308774,0.00031147587878692005,0.0016647076557532085,0.00031147587878692,0.001664707655753208,TOMPKINS,NY,1.0,212.0,0.0,0.0,215.2744127251659
72,36111,2020-03-15,5,6,703.4545454545455,9.678577451057855,0.0015521431856396538,0.007905553834067054,0.001552143185639654,0.007905553834067054,ULSTER,NY,3.0,325.0,0.0,0.0,157.94937024122962
73,36113,2020-03-15,0,1,801.4,7.748486258882343,2.2172746136540947e-05,0.00013016042024051016,2.2172746136540947e-05,0.00013016042024051016,WARREN,NY,1.0,410.0,0.0,0.0,73.75742545706211
74,36115,2020-03-15,0,1,598.25,8.111506138379744,1.7454581895901138e-06,9.85874791776075e-06,1.7454581895901134e-06,9.85874791776075e-06,,,,,0.0,0.0,73.63507302870619
75,36117,2020-03-15,0,1,931.6666666666665,9.051191327687386,1.6820794930004186e-06,1.1746171327774334e-05,1.6820794930004186e-06,1.1746171327774334e-05,WAYNE,NY,1.0,120.0,0.0,0.0,148.91277346272958
76,36119,2020-03-15,178,179,3682.625,42.30697093856176,0.02296118974279194,0.1772700446852369,0.02296118974279194,0.1772700446852369,WESTCHESTER,NY,18.0,2236.0,0.0,0.0,2247.4006968641115
77,36121,2020-03-15,0,1,224.0,4.770645970645734,2.0665964785782397e-06,1.4013917020255295e-05,2.0665964785782397e-06,1.4013917020255295e-05,WYOMING,NY,1.0,62.0,0.0,0.0,67.24420075917334
78,36123,2020-03-15,0,1,952.0,12.888108565520167,0.0,0.0,0.0,0.0,YATES,NY,1.0,25.0,0.0,0.0,73.67658366357131
79,42103,2020-03-15,1,2,43.0,0.35854701708244835,1.2849075134205893e-05,5.947808647908134e-05,1.2849075134205894e-05,5.947808647908134e-05,,,,,,,102.40935114503814
80,29095,2020-03-16,0,1,97.25,0.6277309774990285,0.0,0.0,0.0,0.0,JACKSON,MO,18.0,2792.0,,,1163.0397379479205
81,29183,2020-03-16,0,1,23.0,0.10302665943096097,0.0,0.0,0.0,0.0,ST. CHARLES,MO,7.0,852.0,,,717.3328099350508
82,34003,2020-03-16,61,62,960.125,10.046458833854093,0.0012244919293985755,0.010152716965798102,0.0013675199300035212,0.011341301891285585,BERGEN,NJ,10.0,3019.0,,,4000.695249130939
83,34013,2020-03-16,20,21,321.375,3.0271947512771584,0.00020742162566610164,0.001815289390509467,0.00020754167977556597,0.0018158353424414845,ESSEX,NJ,13.0,3048.0,,,6330.520560969812
84,34017,2020-03-16,19,20,567.125,5.557358755662726,0.0001435171618350348,0.0013739628112394017,0.0001259258705846599,0.001204722595656601,HUDSON,NJ,8.0,879.0,,,14557.068629573501
85,34019,2020-03-16,1,2,135.25,1.4432316548574378,2.0842461388684892e-05,0.00011822514740801814,2.320849160748788e-05,0.0001316460321189606,HUNTERDON,NJ,1.0,184.0,,,290.70870927025385
86,34023,2020-03-16,17,18,887.25,8.292142244988431,0.0013807365678539336,0.010894237742554668,0.0011055358833017732,0.008722859252097977,MIDDLESEX,NJ,13.0,784.0,,,2670.8814865171084
87,34025,2020-03-16,14,15,1076.75,10.869014939621637,0.0015847589828679324,0.011387086642334595,0.0012646661263467833,0.00908709962209856,MONMOUTH,NJ,7.0,966.0,,,1319.9833614198255
88,34027,2020-03-16,6,7,594.0,5.576122787713722,9.544447242647828e-05,0.0006656584974221824,0.00013604585479686621,0.0009488247667182359,MORRIS,NJ,10.0,1006.0,,,1068.8100308574908
89,34029,2020-03-16,3,4,234.83333333333331,1.7033725509347395,1.1449455432255541e-05,7.585273238398516e-05,8.924042274643973e-06,5.940869406517858e-05,OCEAN,NJ,9.0,1522.0,,,965.6573046216484
90,34031,2020-03-16,8,9,105.375,1.187793046993728,1.3316280441149675e-05,0.00010545655105612315,1.4518137236248831e-05,0.00011422816640079178,PASSAIC,NJ,6.0,457.0,,,2718.597973888076
91,34035,2020-03-16,5,6,131.375,1.1927927089907664,8.968852857631003e-06,6.496021917061303e-05,9.374979221397721e-06,6.756028328791266e-05,SOMERSET,NJ,5.0,-240.0,,,1089.8711109638514
92,34037,2020-03-16,0,1,164.125,1.3730003235688244,1.1985695312358607e-06,6.753333818140388e-06,0.0,0.0,SUSSEX,NJ,2.0,-853.0,,,270.6845725515886
93,34039,2020-03-16,8,9,574.375,6.326323999803443,9.91447873336352e-05,0.000851409907768189,0.0001364556773591041,0.0011729413249720888,UNION,NJ,10.0,522.0,,,5408.720591094691
94,34041,2020-03-16,0,1,8.75,0.04050929175135407,0.0,0.0,0.0,0.0,WARREN,NJ,3.0,-690.0,,,294.9316373417012
95,36001,2020-03-16,15,16,1421.4615384615383,14.361063598455189,0.0018341886334805396,0.011682203310996588,0.0023027888421228173,0.01466703912343296,ALBANY,NY,7.0,-617.0,0.0,0.0,584.3649579188982
96,36003,2020-03-16,2,3,557.5,7.459439565326158,0.0,0.0,0.0,0.0,ALLEGANY,NY,2.0,76.0,0.0,0.0,44.778540964335335
97,36005,2020-03-16,0,1,3862.2954545454545,38.83280931942017,0.0013120426924736915,0.014554932855271237,0.0014413944853102036,0.01592583987915304,BRONX,NY,14.0,-1535.0,,,33686.627078384794
98,36007,2020-03-16,1,2,2394.625,30.29989392394538,0.00030005238003097563,0.0015893910734666365,0.0003837636270740779,0.002037013749485237,BROOME,NY,4.0,-257.0,0.0,0.0,269.9009592360117
99,36009,2020-03-16,0,1,730.171875,23.243464153119817,2.8392656079101563e-06,1.9253508384516125e-05,2.465007481144096e-06,1.6715604934557645e-05,CATTARAUGUS,NY,2.0,248.0,0.0,0.0,58.17785760690946
100,36011,2020-03-16,0,1,821.9375,14.124080635493033,4.936412465151395e-07,3.34745923461451e-06,0.0,0.0,CAYUGA,NY,1.0,99.0,0.0,0.0,110.72616327829027
101,36013,2020-03-16,0,1,1543.725,23.5963790330885,7.918368496422538e-07,5.110473785918666e-06,1.3687643226730895e-06,9.281806988959514e-06,CHAUTAUQUA,NY,5.0,399.0,0.0,0.0,119.69384001584562
102,36015,2020-03-16,0,1,1431.75,20.33012196097001,6.294211310714225e-06,2.928355668577381e-05,6.397004664944639e-06,2.9518260290401447e-05,CHEMUNG,NY,3.0,-608.0,0.0,0.0,204.8754142629189
103,36017,2020-03-16,0,1,498.4375,8.81812235758357,5.544279910559523e-07,3.103718428531624e-06,3.892746534272821e-07,2.179180948821515e-06,CHENANGO,NY,1.0,58.0,0.0,0.0,52.83084326562589
104,36019,2020-03-16,0,1,894.15625,15.726943382768354,0.0,0.0,0.0,0.0,CLINTON,NY,1.0,300.0,0.0,0.0,77.54974225562462
105,36021,2020-03-16,0,1,716.2083333333335,13.96309864035392,0.0,0.0,0.0,0.0,,,,,0.0,0.0,93.68215405460761
106,36023,2020-03-16,0,1,608.6964285714286,7.57469220511475,1.0308492901720662e-05,5.429653420473148e-05,1.27427041922006e-05,6.782636198948178e-05,CORTLAND,NY,1.0,162.0,0.0,0.0,95.3985884994787
107,36025,2020-03-16,1,2,196.5,5.005492634166197,0.0001998349638008129,0.0006836188237397562,0.000199441109759386,0.000682271481756129,DELAWARE,NY,4.0,67.0,0.0,0.0,30.597459859682203
108,36027,2020-03-16,10,11,2746.642857142857,32.66060603151802,0.002119632889143089,0.012518505498927666,0.0022131113172604347,0.013057088168596128,DUTCHESS,NY,4.0,-323.0,0.0,0.0,369.7924914847354
109,36029,2020-03-16,7,8,5022.5125,55.470201418532746,0.00047527551610168916,0.0032184169078936227,0.0006850504242754217,0.0046363350888922,ERIE,NY,15.0,-1646.0,0.0,0.0,881.0883388159473
110,36031,2020-03-16,0,1,325.625,6.551324174615629,0.0,0.0,0.0,0.0,ESSEX,NY,3.0,-959.0,0.0,0.0,20.55756508362919
111,36033,2020-03-16,0,1,649.78125,10.023011298867813,4.1663535588840605e-07,3.287321220192625e-06,6.894152510710768e-07,5.439599285897867e-06,FRANKLIN,NY,3.0,-826.0,0.0,0.0,30.70492044784915
112,36035,2020-03-16,0,1,362.5625,6.19545035086885,4.88459477770078e-06,2.7708616774327496e-05,5.0187327280489806e-06,2.8472901832588538e-05,FULTON,NY,1.0,74.0,0.0,0.0,107.74214382303673
113,36037,2020-03-16,0,1,751.28125,12.506156895650484,5.0610801090009e-07,3.4584936249897078e-06,5.275850591901969e-07,3.5776375878199693e-06,GENESEE,NY,3.0,-868.0,0.0,0.0,116.20075465573905
114,36039,2020-03-16,2,3,228.34375,4.153951887725377,0.00011575293425572436,0.0009891036887531852,0.00010670825591616246,0.000928226917817572,,,,,0.0,0.0,72.9155077569689
115,36041,2020-03-16,0,1,21.5,0.8133115195615196,0.0,0.0,0.0,0.0,,,,,0.0,0.0,2.571373670205023
116,36043,2020-03-16,1,2,443.5,7.4710313280785545,0.00024106036997024205,0.0009091490683951352,0.00023270198307306334,0.0008776257630015768,HERKIMER,NY,1.0,25.0,0.0,0.0,43.443360468164386
117,36045,2020-03-16,0,1,1742.75,23.752045783281414,0.0,0.0,0.0,0.0,JEFFERSON,NY,3.0,344.0,0.0,0.0,86.5795883618821
118,36047,2020-03-16,0,1,7783.5,76.70108050633236,2.665690203338885e-05,0.00024624993875526794,5.713601881857819e-05,0.0005275425030301371,KINGS,NY,18.0,3169.0,,,36146.61112680034
119,36049,2020-03-16,0,1,184.6875,4.19124923948792,0.0,0.0,0.0,0.0,LEWIS,NY,1.0,31.0,0.0,0.0,20.629491323312518
120,36051,2020-03-16,0,1,939.9791666666665,9.78081228291167,6.60456248878291e-08,4.64220887126154e-07,0.0,0.0,LIVINGSTON,NY,1.0,67.0,0.0,0.0,99.58528555147524
121,36053,2020-03-16,0,1,758.9583333333335,8.519050556455632,1.1263620404449486e-06,7.63803883979344e-06,1.4493178431791353e-06,9.828053130266106e-06,MADISON,NY,1.0,101.0,0.0,14.0,108.33333333333331
122,36055,2020-03-16,11,12,7800.035714285716,70.22384695782269,0.000469833297089279,0.003302308083952845,0.0005339317276461002,0.003752708220092433,MONROE,NY,7.0,-250.0,0.0,0.0,1128.665114651329
123,36057,2020-03-16,1,2,675.15,10.26521450932201,4.566023697237109e-06,2.600478002517393e-05,6.086652370052876e-06,3.521225677391724e-05,MONTGOMERY,NY,2.0,130.0,0.0,0.0,122.12435490273916
124,36059,2020-03-16,109,110,16760.125,174.25830279255902,0.0945171463804951,0.7996147049570138,0.1292604089058404,1.093196491365551,NASSAU,NY,12.0,2969.0,0.0,0.0,4765.8190502950265
125,36061,2020-03-16,463,464,1469.447368421053,12.301971664639778,0.011510023857356848,0.1286078608652613,0.04038672736605625,0.4511990218851647,NEW YORK,NY,29.0,5058.0,5.0,0.0,71340.60446780553
126,36063,2020-03-16,0,1,2555.775,30.62316157485379,1.4823472579365326e-05,0.00010062737720670108,1.6575544441288683e-05,0.00011245811489992744,NIAGARA,NY,4.0,552.0,0.0,0.0,400.6451489394288
127,36065,2020-03-16,0,1,2136.53125,29.07850132188725,4.271053530699775e-05,0.00016108099141226725,6.455068427050682e-05,0.00024345019662935205,ONEIDA,NY,7.0,-2272.0,0.0,0.0,188.60552774180775
128,36067,2020-03-16,1,2,2785.614583333333,31.21813221485969,3.611073548241823e-07,2.0538126899154985e-06,6.096853381635853e-07,3.4046027863565523e-06,ONONDAGA,NY,7.0,-326.0,0.0,0.0,591.6417220159559
129,36069,2020-03-16,1,2,1352.609375,13.620643745924585,1.4059932692716666e-05,9.8762536624527e-05,1.956402863522856e-05,0.00013751146641782962,ONTARIO,NY,4.0,-600.0,0.0,0.0,170.4426537488161
130,36071,2020-03-16,11,12,4407.609375,59.473448794819326,0.003782169270412343,0.02321573626312653,0.006161582407285018,0.03777674629890375,ORANGE,NY,7.0,-1096.0,0.0,0.0,474.24509357020537
131,36073,2020-03-16,0,1,470.54166666666674,6.574063205920157,2.527737708454103e-07,1.7766939800081062e-06,4.3644006571924737e-07,3.0676459618587388e-06,ORLEANS,NY,1.0,39.0,0.0,0.0,103.13346623728468
132,36075,2020-03-16,0,1,1338.425,14.773278980055327,0.0,0.0,0.0,0.0,OSWEGO,NY,2.0,158.0,0.0,0.0,123.07465980139757
133,36077,2020-03-16,0,1,555.825,8.525946501897213,3.9759146984989755e-05,0.00013776868813447806,6.560826938983708e-05,0.00022548178551422534,OTSEGO,NY,2.0,240.0,0.0,0.0,59.39203354297694
134,36079,2020-03-16,2,3,2274.21875,25.323761926016942,0.0009615425922922458,0.00706567406789844,0.0009292312911765648,0.006817311356097589,PUTNAM,NY,1.0,164.0,0.0,0.0,426.9028700447223
135,36081,2020-03-16,0,1,3088.953125,30.43954444590042,0.00021570643433122672,0.002102594546500471,0.0004062139126723555,0.0036738227782676493,QUEENS,NY,12.0,737.0,,,20767.142725513684
136,36083,2020-03-16,0,1,1788.55,22.871235571025764,3.217642651696582e-05,0.00020296043962100732,4.87143040278909e-05,0.0003066330121409292,RENSSELAER,NY,3.0,423.0,0.0,0.0,243.26594423922882
137,36085,2020-03-16,0,1,16026.75,102.31363656247515,1.3936541365949285e-05,0.00014237034409764936,2.2314257341610942e-05,0.00023056844048000225,RICHMOND,NY,6.0,-811.0,,,8157.323967791674
138,36087,2020-03-16,16,17,3740.125,76.72824967976129,0.007790731498332344,0.05924798867053601,0.012198722155484345,0.0923810583681038,ROCKLAND,NY,4.0,1169.0,1.0,0.0,1877.20541630654
139,36089,2020-03-16,0,1,1337.5416666666667,21.95092190039166,0.0,0.0,0.0,0.0,ST. LAWRENCE,NY,5.0,319.0,0.0,0.0,40.19579313380938
