	AreaName	Total area in square miles 1990	Total area in square miles 2000	Land area in square miles 1980	Land area in square miles 1990	Land area in square miles 2000	Land area in square miles 2010	Water area in square miles 1990	Water area in square miles 2000	county	state
2802	Van Zandt, TX	859.56	859.48	854.72	848.81	848.64	842.56	10.75	10.84	Van Zandt	 TX
2803	Victoria, TX	888.81	888.73	886.98	882.58	882.5	882.14	6.23	6.23	Victoria	 TX
2804	Walker, TX	801.51	801.44	785.89	787.52	787.45	784.17	13.99	13.99	Walker	 TX
2805	Waller, TX	518.49	518.49	513.99	513.62	513.63	513.43	4.87	4.87	Waller	 TX
2806	Ward, TX	835.81	835.74	835.66	835.56	835.49	835.6	0.25	0.25	Ward	 TX
2807	Washington, TX	621.4	621.35	610.0	609.28	609.22	603.95	12.12	12.13	Washington	 TX
2808	Webb, TX	3375.67	3375.53	3362.4	3356.97	3356.83	3361.48	18.7	18.69	Webb	 TX
2809	Wharton, TX	1094.51	1094.43	1086.49	1090.21	1090.13	1086.15	4.3	4.29	Wharton	 TX
2810	Wheeler, TX	915.39	915.34	904.49	914.27	914.26	914.52	1.12	1.08	Wheeler	 TX
2811	Wichita, TX	633.04	633.01	606.23	627.69	627.66	627.78	5.35	5.35	Wichita	 TX
2812	Wilbarger, TX	978.16	978.1	947.01	971.13	971.06	970.84	7.03	7.03	Wilbarger	 TX
2813	Willacy, TX	784.27	784.23	589.35	596.71	596.68	590.55	187.56	187.55	Willacy	 TX
2814	Williamson, TX	1136.5	1134.74	1136.75	1124.37	1122.77	1118.3	12.13	11.97	Williamson	 TX
2815	Wilson, TX	808.64	808.57	806.59	807.18	806.99	803.73	1.46	1.58	Wilson	 TX
2816	Winkler, TX	841.29	841.24	839.87	841.1	841.05	841.11	0.19	0.19	Winkler	 TX
2817	Wise, TX	922.84	922.77	902.46	904.67	904.61	904.42	18.17	18.17	Wise	 TX
2818	Wood, TX	695.87	695.8	688.89	650.29	650.22	645.23	45.58	45.58	Wood	 TX
2819	Yoakum, TX	799.79	799.76	800.13	799.78	799.75	799.71	0.01	0.01	Yoakum	 TX
2820	Young, TX	930.9	930.84	918.71	922.39	922.33	914.47	8.51	8.51	Young	 TX
2821	Zapata, TX	1058.18	1058.1	998.84	996.84	996.76	998.41	61.34	61.34	Zapata	 TX
2822	Zavala, TX	1301.82	1301.72	1298.43	1298.58	1298.48	1297.41	3.24	3.24	Zavala	 TX
2823	UTAH	84904.12	84898.83	82072.91	82168.15	82143.65	82169.62	2735.97	2755.18		
2824	Beaver, UT	2592.43	2592.28	2586.19	2590.11	2589.95	2589.88	2.32	2.33	Beaver	 UT
2825	Box Elder, UT	6729.45	6729.03	5613.59	5723.69	5723.34	5745.55	1005.76	1005.69	Box Elder	 UT
2826	Cache, UT	1173.17	1173.07	1170.97	1164.63	1164.52	1164.81	8.54	8.55	Cache	 UT
2827	Carbon, UT	1484.69	1484.57	1479.17	1478.57	1478.46	1478.49	6.12	6.12	Carbon	 UT
2828	Daggett, UT	723.1	723.06	698.78	698.39	698.36	696.98	24.71	24.71	Daggett	 UT
2829	Davis, UT	633.57	633.7	299.22	304.5	304.48	298.78	329.07	329.22	Davis	 UT
2830	Duchesne, UT	3256.29	3255.97	3233.41	3238.39	3238.05	3240.95	17.9	17.92	Duchesne	 UT
2831	Emery, UT	4461.83	4461.54	4449.1	4452.14	4451.85	4462.31	9.69	9.69	Emery	 UT
2832	Garfield, UT	5208.5	5208.2	5147.9	5174.52	5174.22	5175.12	33.98	33.98	Garfield	 UT
2833	Grand, UT	3694.3	3694.08	3688.69	3681.78	3681.56	3671.54	12.52	12.52	Grand	 UT
2834	Iron, UT	3302.12	3301.84	3301.38	3298.51	3297.98	3296.68	3.61	3.87	Iron	 UT
2835	Juab, UT	3406.46	3406.28	3396.0	3391.9	3391.74	3392.28	14.56	14.54	Juab	 UT
2836	Kane, UT	4108.6	4108.42	3897.68	3992.18	3991.96	3990.23	116.42	116.46	Kane	 UT
2837	Millard, UT	6828.51	6828.01	6818.28	6589.62	6589.13	6572.43	238.89	238.87	Millard	 UT
2838	Morgan, UT	610.79	610.79	603.02	609.13	609.13	609.2	1.66	1.66	Morgan	 UT
2839	Piute, UT	765.81	765.76	758.59	757.86	757.81	757.79	7.95	7.95	Piute	 UT
2840	Rich, UT	1086.36	1086.29	1034.16	1028.61	1028.53	1028.78	57.75	57.76	Rich	 UT
2841	Salt Lake, UT	807.83	807.78	756.3	737.42	737.38	742.28	70.41	70.4	Salt Lake	 UT
2842	San Juan, UT	7933.64	7933.09	7724.9	7820.72	7820.18	7819.99	112.92	112.91	San Juan	 UT
2843	Sanpete, UT	1602.71	1602.66	1586.64	1588.16	1588.11	1590.15	14.55	14.55	Sanpete	 UT
2844	Sevier, UT	1918.41	1918.28	1909.55	1910.38	1910.25	1910.58	8.03	8.03	Sevier	 UT
2845	Summit, UT	1882.15	1882.05	1865.2	1871.15	1871.05	1871.71	11.0	11.0	Summit	 UT
2846	Tooele, UT	7287.73	7287.12	6919.3	6945.92	6930.35	6941.35	341.81	356.76	Tooele	 UT
2847	Uintah, UT	4499.21	4498.98	4478.8	4477.3	4477.07	4479.69	21.91	21.91	Uintah	 UT
2848	Utah, UT	2141.06	2140.98	2017.73	1998.41	1998.33	2003.45	142.65	142.64	Utah	 UT
2849	Wasatch, UT	1209.24	1209.17	1190.55	1180.93	1177.39	1175.5	28.31	31.78	Wasatch	 UT
2850	Washington, UT	2430.07	2429.91	2421.59	2427.2	2426.62	2426.36	2.87	3.28	Washington	 UT
2851	Wayne, UT	2466.61	2466.47	2460.56	2460.46	2460.32	2460.68	6.15	6.15	Wayne	 UT
2852	Weber, UT	659.49	659.46	565.66	575.58	575.54	576.08	83.91	83.93	Weber	 UT
2853	VERMONT	9615.0	9614.26	9272.97	9249.33	9249.56	9216.66	365.67	364.7		
2854	Addison, VT	808.46	808.3	772.91	770.04	770.18	766.33	38.42	38.12	Addison	 VT
2855	Bennington, VT	677.72	677.67	676.6	676.32	676.27	674.98	1.4	1.4	Bennington	 VT
2856	Caledonia, VT	657.74	657.52	651.43	650.96	650.59	648.86	6.78	6.94	Caledonia	 VT
2857	Chittenden, VT	619.62	619.64	539.74	538.95	539.04	536.58	80.67	80.6	Chittenden	 VT
2858	Essex, VT	673.83	673.75	666.04	665.29	665.2	663.6	8.54	8.56	Essex	 VT
2859	Franklin, VT	692.66	692.02	649.08	637.08	637.07	633.71	55.58	54.95	Franklin	 VT
2860	Grand Isle, VT	194.66	194.67	88.66	82.63	82.62	81.81	112.03	112.06	Grand Isle	 VT
2861	Lamoille, VT	463.47	463.75	460.94	460.59	460.97	458.8	2.88	2.78	Lamoille	 VT
2862	Orange, VT	691.97	691.74	689.94	688.74	688.56	687.03	3.23	3.18	Orange	 VT
2863	Orleans, VT	720.33	721.14	696.66	696.87	697.7	693.27	23.46	23.44	Orleans	 VT
2864	Rutland, VT	944.43	944.77	932.48	932.18	932.53	929.82	12.25	12.24	Rutland	 VT
2865	Washington, VT	695.83	695.43	690.03	689.57	689.17	687.23	6.26	6.26	Washington	 VT
2866	Windham, VT	798.18	798.12	786.96	788.78	788.72	785.31	9.4	9.4	Windham	 VT
2867	Windsor, VT	976.09	975.74	971.5	971.32	970.96	969.34	4.77	4.78	Windsor	 VT
2868	VIRGINIA	42768.88	42774.2	39703.52	39597.79	39594.07	39490.09	3171.09	3180.13		
2869	Accomack, VA	1310.18	1310.05	475.68	454.61	455.24	449.5	855.57	854.8	Accomack	 VA
2870	Albemarle, VA	726.24	726.18	725.24	722.75	722.61	720.7	3.49	3.58	Albemarle	 VA
2871	Alleghany, VA	446.93	445.67	446.14	445.89	444.63	445.46	1.04	1.04	Alleghany	 VA
2872	Amelia, VA	358.57	358.54	356.89	356.83	356.8	355.27	1.74	1.74	Amelia	 VA
2873	Amherst, VA	478.81	478.78	478.51	475.26	475.18	473.93	3.55	3.6	Amherst	 VA
2874	Appomattox, VA	334.75	334.73	336.06	333.7	333.69	333.49	1.05	1.05	Appomattox	 VA
2875	Arlington, VA	25.97	25.96	25.96	25.88	25.87	25.97	0.09	0.09	Arlington	 VA
2876	Augusta, VA	972.28	970.93	988.74	971.71	970.36	967.0	0.57	0.57	Augusta	 VA
2877	Bath, VA	534.59	534.56	537.58	531.87	531.86	529.16	2.72	2.7	Bath	 VA
2878	Bedford, VA	769.36	769.25	747.33	754.85	754.5	753.02	14.51	14.75	Bedford	 VA
2879	Bland, VA	358.74	358.73	358.51	358.68	358.67	357.73	0.06	0.06	Bland	 VA
2880	Botetourt, VA	545.98	545.94	544.61	542.7	542.66	541.2	3.28	3.28	Botetourt	 VA
2881	Brunswick, VA	569.4	569.37	563.22	566.17	566.14	566.17	3.23	3.23	Brunswick	 VA
2882	Buchanan, VA	503.9	503.88	503.68	503.9	503.88	502.76	0.0	0.0	Buchanan	 VA
2883	Buckingham, VA	583.6	583.56	583.44	580.9	580.86	579.66	2.7	2.7	Buckingham	 VA
2884	Campbell, VA	507.28	507.26	505.2	504.5	504.48	503.87	2.78	2.78	Campbell	 VA
2885	Caroline, VA	538.94	538.89	535.46	532.63	532.52	527.51	6.31	6.36	Caroline	 VA
2886	Carroll, VA	477.84	477.64	477.64	476.54	476.34	474.69	1.3	1.3	Carroll	 VA
2887	Charles City, VA	203.9	204.22	181.45	182.47	182.76	182.82	21.43	21.46	Charles City	 VA
2888	Charlotte, VA	477.46	477.44	476.5	475.03	474.99	475.27	2.43	2.45	Charlotte	 VA
2889	Chesterfield, VA	438.43	436.99	434.24	425.71	425.75	423.3	12.72	11.23	Chesterfield	 VA
2890	Clarke, VA	178.2	178.19	178.34	176.63	176.62	176.18	1.57	1.57	Clarke	 VA
2891	Craig, VA	330.07	330.61	329.82	330.07	330.61	329.53	0.0	0.0	Craig	 VA
2892	Culpeper, VA	382.32	382.28	382.0	381.17	381.0	379.23	1.15	1.27	Culpeper	 VA
2893	Cumberland, VA	299.76	299.73	299.55	298.52	298.45	297.46	1.24	1.28	Cumberland	 VA
2894	Dickenson, VA	334.57	333.63	331.37	332.66	331.71	330.53	1.91	1.91	Dickenson	 VA
2895	Dinwiddie, VA	507.04	506.98	506.86	503.76	503.67	503.72	3.28	3.31	Dinwiddie	 VA
2896	Essex, VA	285.92	285.91	262.58	257.78	257.77	257.12	28.14	28.14	Essex	 VA
2897	Fairfax, VA	406.81	406.61	393.57	395.57	395.04	390.97	11.24	11.57	Fairfax	 VA
2898	Fauquier, VA	651.83	651.42	650.89	650.31	649.7	647.45	1.52	1.72	Fauquier	 VA
2899	Floyd, VA	381.49	381.23	381.22	381.48	381.22	380.42	0.01	0.01	Floyd	 VA
2900	Fluvanna, VA	290.23	290.21	289.86	287.43	287.37	286.01	2.8	2.84	Fluvanna	 VA
2901	Franklin, VA	711.6	711.56	683.2	692.12	692.08	690.43	19.48	19.48	Franklin	 VA
2902	Frederick, VA	415.66	415.62	414.96	414.58	414.63	413.5	1.08	1.0	Frederick	 VA
2903	Giles, VA	360.97	360.4	361.96	357.9	357.33	355.78	3.07	3.07	Giles	 VA
2904	Gloucester, VA	288.02	288.0	225.19	216.59	216.61	217.81	71.43	71.39	Gloucester	 VA
2905	Goochland, VA	290.01	289.99	281.3	284.45	284.43	281.42	5.56	5.56	Goochland	 VA
2906	Grayson, VA	445.93	445.9	445.9	442.67	442.64	442.18	3.26	3.26	Grayson	 VA
2907	Greene, VA	156.98	156.96	156.83	156.61	156.58	156.25	0.37	0.39	Greene	 VA
2908	Greensville, VA	296.83	296.81	300.36	295.46	295.44	295.23	1.37	1.37	Greensville	 VA
2909	Halifax, VA	824.05	829.56	816.04	813.8	819.3	817.84	10.25	10.27	Halifax	 VA
2910	Hanover, VA	474.11	474.08	467.43	472.76	472.68	468.54	1.35	1.4	Hanover	 VA
2911	Henrico, VA	243.22	244.6	238.11	238.13	238.06	233.7	5.09	6.54	Henrico	 VA
2912	Henry, VA	384.41	384.39	382.33	382.37	382.35	382.33	2.04	2.04	Henry	 VA
2913	Highland, VA	415.88	415.86	415.8	415.88	415.86	415.16	0.0	0.0	Highland	 VA
2914	Isle of Wight, VA	362.79	362.76	319.46	315.89	315.87	315.61	46.9	46.89	Isle of Wight	 VA
2915	James City, VA	179.73	179.71	153.1	142.92	142.92	142.44	36.81	36.79	James City	 VA
2916	King and Queen, VA	326.35	326.33	317.16	316.28	316.26	315.14	10.07	10.06	King and Queen	 VA
2917	King George, VA	187.81	187.79	180.07	180.02	180.0	179.64	7.79	7.79	King George	 VA
2918	King William, VA	285.67	285.65	277.76	275.45	275.43	273.94	10.22	10.22	King William	 VA
2919	Lancaster, VA	231.36	231.35	132.88	133.15	133.14	133.25	98.21	98.2	Lancaster	 VA
2920	Lee, VA	437.34	437.32	437.46	437.15	437.13	435.52	0.19	0.18	Lee	 VA
2921	Loudoun, VA	521.14	521.1	521.09	519.92	519.85	515.56	1.22	1.25	Loudoun	 VA
2922	Louisa, VA	510.83	510.79	496.57	497.49	497.14	496.3	13.34	13.65	Louisa	 VA
2923	Lunenburg, VA	432.4	432.38	432.23	431.78	431.7	431.68	0.62	0.68	Lunenburg	 VA
2924	Madison, VA	321.81	321.78	321.74	321.45	321.42	320.68	0.36	0.36	Madison	 VA
2925	Mathews, VA	251.98	251.96	87.15	85.69	85.68	85.93	166.29	166.28	Mathews	 VA
2926	Mecklenburg, VA	679.34	679.29	616.14	623.98	623.93	625.49	55.36	55.36	Mecklenburg	 VA
2927	Middlesex, VA	210.76	210.75	133.95	130.3	130.3	130.31	80.46	80.46	Middlesex	 VA
2928	Montgomery, VA	389.44	389.43	389.56	388.24	388.22	387.01	1.2	1.21	Montgomery	 VA
2929	Nelson, VA	474.34	474.31	474.36	472.39	472.35	470.86	1.95	1.95	Nelson	 VA
2930	New Kent, VA	223.77	223.48	212.9	209.83	209.55	209.73	13.94	13.93	New Kent	 VA
2931	Northampton, VA	795.4	795.34	225.94	207.38	207.37	211.61	588.02	587.97	Northampton	 VA
2932	Northumberland, VA	285.68	285.67	184.54	192.32	192.3	191.3	93.36	93.36	Northumberland	 VA
2933	Nottoway, VA	316.13	316.1	316.41	314.73	314.65	314.39	1.4	1.45	Nottoway	 VA
2934	Orange, VA	343.44	343.41	341.91	341.74	341.7	340.78	1.7	1.7	Orange	 VA
2935	Page, VA	314.11	314.09	313.04	311.14	311.13	310.86	2.97	2.97	Page	 VA
2936	Patrick, VA	485.88	485.87	481.07	483.16	483.14	483.1	2.72	2.72	Patrick	 VA
2937	Pittsylvania, VA	978.21	978.18	994.93	970.85	970.76	968.94	7.36	7.42	Pittsylvania	 VA
2938	Powhatan, VA	262.42	262.4	261.19	261.3	261.28	260.22	1.12	1.12	Powhatan	 VA
2939	Prince Edward, VA	353.87	353.85	353.52	352.81	352.76	349.96	1.06	1.09	Prince Edward	 VA
2940	Prince George, VA	281.55	281.85	265.67	265.61	265.62	265.16	15.94	16.23	Prince George	 VA
2941	Prince William, VA	349.05	348.36	339.21	338.42	337.78	336.4	10.63	10.58	Prince William	 VA
2942	Pulaski, VA	329.6	329.59	318.22	320.57	320.57	319.86	9.03	9.03	Pulaski	 VA
2943	Rappahannock, VA	266.86	266.83	267.14	266.6	266.57	266.23	0.26	0.26	Rappahannock	 VA
2944	Richmond, VA	216.4	216.38	192.71	191.48	191.46	191.49	24.92	24.92	Richmond	 VA
2945	Roanoke, VA	250.84	251.04	251.09	250.66	250.87	250.52	0.18	0.18	Roanoke	 VA
2946	Rockbridge, VA	601.02	600.98	603.18	599.67	599.63	597.56	1.35	1.35	Rockbridge	 VA
2947	Rockingham, VA	853.35	853.29	864.84	851.2	851.15	849.09	2.15	2.14	Rockingham	 VA
2948	Russell, VA	476.78	476.77	479.0	474.67	474.66	473.82	2.11	2.11	Russell	 VA
2949	Scott, VA	538.66	538.63	535.42	536.62	536.58	535.53	2.04	2.05	Scott	 VA
2950	Shenandoah, VA	512.56	512.53	512.24	512.24	512.2	508.78	0.32	0.32	Shenandoah	 VA
2951	Smyth, VA	452.33	452.31	452.07	452.11	452.09	450.93	0.22	0.22	Smyth	 VA
2952	Southampton, VA	603.07	602.35	602.9	600.27	599.56	599.15	2.8	2.8	Southampton	 VA
2953	Spotsylvania, VA	412.3	412.27	404.0	400.9	400.86	401.5	11.4	11.41	Spotsylvania	 VA
2954	Stafford, VA	279.55	279.95	271.11	270.0	270.35	268.96	9.55	9.59	Stafford	 VA
2955	Surry, VA	310.32	310.31	281.34	279.1	279.09	278.95	31.22	31.22	Surry	 VA
2956	Sussex, VA	492.86	492.83	491.39	490.76	490.73	490.22	2.1	2.1	Sussex	 VA
2957	Tazewell, VA	519.91	519.89	520.05	519.76	519.74	518.85	0.15	0.15	Tazewell	 VA
2958	Warren, VA	216.35	216.32	217.27	213.73	213.7	213.47	2.62	2.63	Warren	 VA
2959	Washington, VA	567.59	565.98	562.43	564.21	562.86	560.98	3.38	3.12	Washington	 VA
2960	Westmoreland, VA	252.65	252.64	226.64	229.19	229.18	229.38	23.46	23.46	Westmoreland	 VA
2961	Wise, VA	404.56	405.22	404.79	403.37	404.04	403.19	1.19	1.18	Wise	 VA
2962	Wythe, VA	464.63	464.62	464.55	463.26	463.24	461.82	1.37	1.37	Wythe	 VA
2963	York, VA	215.5	215.52	113.22	105.62	105.65	104.78	109.88	109.87	York	 VA
2964	Alexandria, VA	15.38	15.41	15.03	15.28	15.18	15.03	0.1	0.23	Alexandria	 VA
2965	Bedford, VA	6.86	6.9	6.76	6.85	6.89	6.88	0.01	0.01	Bedford	 VA
2966	Bristol, VA	11.59	13.16	11.58	11.59	12.9	13.01	0.0	0.27	Bristol	 VA
2967	Buena Vista, VA	6.83	6.83	2.93	6.83	6.83	6.7	0.0	0.0	Buena Vista	 VA
2968	Charlottesville, VA	10.26	10.26	10.43	10.26	10.26	10.24	0.0	0.0	Charlottesville	 VA
2969	Chesapeake, VA	350.92	350.9	340.0	340.68	340.72	340.8	10.24	10.18	Chesapeake	 VA
2970	Clifton Forge, VA	3.1	3.1	3.07	3.1	3.09	0.0	0.0	0.0	Clifton Forge	 VA
2971	Colonial Heights, VA	7.79	7.79	7.68	7.47	7.48	7.52	0.32	0.31	Colonial Heights	 VA
2972	Covington, VA	4.44	5.67	4.41	4.44	5.67	5.47	0.0	0.0	Covington	 VA
2973	Danville, VA	43.94	43.94	17.15	43.06	43.06	42.93	0.88	0.88	Danville	 VA
2974	Emporia, VA	6.96	6.97	2.42	6.89	6.89	6.89	0.07	0.07	Emporia	 VA
2975	Fairfax, VA	6.16	6.31	5.98	6.16	6.31	6.24	0.0	0.0	Fairfax	 VA
2976	Falls Church, VA	2.0	1.99	1.97	2.0	1.99	2.0	0.0	0.0	Falls Church	 VA
2977	Franklin, VA	7.72	8.4	3.83	7.67	8.35	8.21	0.05	0.05	Franklin	 VA
2978	Fredericksburg, VA	10.52	10.52	6.11	10.51	10.52	10.44	0.01	0.0	Fredericksburg	 VA
2979	Galax, VA	8.07	8.23	8.27	8.07	8.23	8.24	0.0	0.0	Galax	 VA
2980	Hampton, VA	128.56	136.23	51.3	51.82	51.78	51.41	76.74	84.45	Hampton	 VA
2981	Harrisonburg, VA	17.59	17.59	6.06	17.56	17.56	17.42	0.03	0.03	Harrisonburg	 VA
2982	Hopewell, VA	10.72	10.82	10.3	10.25	10.24	10.28	0.47	0.58	Hopewell	 VA
2983	Lexington, VA	2.49	2.49	2.3	2.49	2.49	2.5	0.0	0.0	Lexington	 VA
2984	Lynchburg, VA	49.77	49.76	49.55	49.4	49.39	49.13	0.37	0.37	Lynchburg	 VA
2985	Manassas, VA	10.03	9.96	8.17	10.01	9.93	9.88	0.02	0.02	Manassas	 VA
2986	Manassas Park, VA	1.83	2.49	1.98	1.83	2.49	2.53	0.0	0.0	Manassas Park	 VA
2987	Martinsville, VA	11.01	11.01	10.97	10.96	10.96	10.96	0.05	0.05	Martinsville	 VA
2988	Newport News, VA	119.03	119.05	65.3	68.33	68.29	68.71	50.7	50.76	Newport News	 VA
2989	Norfolk, VA	96.3	96.3	53.0	53.76	53.73	54.12	42.54	42.58	Norfolk	 VA
2990	Norton, VA	7.26	7.53	6.8	7.26	7.53	7.48	0.0	0.0	Norton	 VA
2991	Petersburg, VA	23.22	23.19	23.03	22.88	22.88	22.93	0.34	0.3	Petersburg	 VA
2992	Poquoson, VA	78.43	78.43	16.9	15.52	15.52	15.32	62.91	62.91	Poquoson	 VA
2993	Portsmouth, VA	46.62	46.62	29.9	33.15	33.16	33.65	13.47	13.46	Portsmouth	 VA
2994	Radford, VA	10.19	10.19	7.43	9.82	9.82	9.87	0.37	0.37	Radford	 VA
2995	Richmond, VA	62.61	62.55	60.06	60.13	60.07	59.81	2.48	2.48	Richmond	 VA
2996	Roanoke, VA	42.93	42.91	43.09	42.9	42.88	42.56	0.03	0.03	Roanoke	 VA
2997	Salem, VA	14.55	14.59	14.37	14.55	14.59	14.44	0.0	0.0	Salem	 VA
2998	South Boston, VA	5.55	0.0	5.55	5.54	0.0	0.0	0.01	0.0	South Boston	 VA
2999	Staunton, VA	19.76	19.71	8.57	19.76	19.71	19.98	0.0	0.0	Staunton	 VA
3000	Suffolk, VA	429.09	429.07	409.17	400.08	400.02	400.17	29.01	29.05	Suffolk	 VA
3001	Virginia Beach, VA	497.35	497.33	255.93	248.32	248.29	249.02	249.03	249.03	Virginia Beach	 VA
3002	Waynesboro, VA	14.06	15.38	7.53	14.04	15.36	15.04	0.02	0.02	Waynesboro	 VA
3003	Williamsburg, VA	8.74	8.67	5.17	8.61	8.54	9.02	0.13	0.13	Williamsburg	 VA
3004	Winchester, VA	9.33	9.33	9.31	9.33	9.33	9.23	0.0	0.0	Winchester	 VA
3005	WASHINGTON	71302.65	71299.64	66511.31	66581.95	66544.06	66455.52	4720.7	4755.58		
3006	Adams, WA	1929.73	1929.69	1921.49	1925.0	1924.96	1924.98	4.73	4.73	Adams	 WA
3007	Asotin, WA	640.69	640.69	634.83	635.91	635.34	636.21	4.78	5.34	Asotin	 WA
3008	Benton, WA	1760.19	1760.12	1714.72	1703.12	1703.09	1700.38	57.07	57.03	Benton	 WA
3009	Chelan, WA	2993.87	2993.62	2915.54	2921.63	2921.37	2920.53	72.24	72.25	Chelan	 WA
3010	Clallam, WA	2676.14	2670.34	1752.5	1745.16	1739.45	1738.33	930.98	930.89	Clallam	 WA
3011	Clark, WA	656.26	656.22	627.1	627.89	628.22	629.0	28.37	27.99	Clark	 WA
3012	Columbia, WA	873.52	873.53	864.6	868.81	868.81	868.63	4.71	4.71	Columbia	 WA
3013	Cowlitz, WA	1166.41	1166.33	1139.5	1138.72	1138.64	1140.13	27.69	27.69	Cowlitz	 WA
3014	Douglas, WA	1848.74	1848.69	1817.05	1820.58	1820.53	1819.26	28.16	28.17	Douglas	 WA
3015	Ferry, WA	2257.46	2257.46	2199.99	2203.98	2203.98	2203.16	53.48	53.48	Ferry	 WA
3016	Franklin, WA	1265.38	1265.35	1242.73	1242.18	1242.4	1242.17	23.2	22.95	Franklin	 WA
3017	Garfield, WA	718.18	718.19	705.95	710.54	710.55	710.69	7.64	7.64	Garfield	 WA
3018	Grant, WA	2791.37	2791.29	2659.78	2676.38	2681.06	2679.51	114.99	110.23	Grant	 WA
3019	Grays Harbor, WA	2224.59	2224.44	1918.3	1917.26	1916.89	1902.03	307.33	307.55	Grays Harbor	 WA
3020	Island, WA	517.39	517.39	211.5	208.59	208.43	208.45	308.8	308.95	Island	 WA
3021	Jefferson, WA	2178.03	2183.52	1805.2	1808.82	1814.23	1803.7	369.21	369.29	Jefferson	 WA
3022	King, WA	2306.77	2306.53	2128.0	2126.1	2126.04	2115.57	180.67	180.48	King	 WA
3023	Kitsap, WA	565.98	565.98	392.7	395.99	395.97	394.94	169.99	170.01	Kitsap	 WA
3024	Kittitas, WA	2333.24	2333.11	2308.27	2297.32	2297.19	2297.27	35.92	35.93	Kittitas	 WA
3025	Klickitat, WA	1904.29	1904.18	1880.03	1872.48	1872.37	1871.31	31.81	31.8	Klickitat	 WA
3026	Lewis, WA	2436.43	2436.26	2408.95	2407.8	2407.64	2402.8	28.63	28.63	Lewis	 WA
3027	Lincoln, WA	2339.74	2339.71	2309.64	2311.24	2311.21	2310.49	28.5	28.51	Lincoln	 WA
3028	Mason, WA	1051.09	1051.03	961.01	961.11	961.06	959.42	89.98	89.97	Mason	 WA
3029	Okanogan, WA	5315.38	5315.16	5281.27	5268.29	5268.07	5267.98	47.09	47.09	Okanogan	 WA
3030	Pacific, WA	1223.58	1223.5	907.97	974.56	932.97	932.66	249.02	290.52	Pacific	 WA
3031	Pend Oreille, WA	1425.34	1425.32	1399.97	1400.48	1400.27	1399.99	24.86	25.05	Pend Oreille	 WA
3032	Pierce, WA	1806.67	1806.5	1675.38	1675.55	1678.91	1669.51	131.12	127.58	Pierce	 WA
3033	San Juan, WA	621.09	621.07	179.3	174.94	174.92	173.92	446.15	446.15	San Juan	 WA
3034	Skagit, WA	1920.49	1920.47	1734.6	1735.29	1735.14	1731.2	185.2	185.33	Skagit	 WA
3035	Skamania, WA	1683.95	1683.86	1672.04	1656.53	1656.44	1655.68	27.42	27.42	Skamania	 WA
3036	Snohomish, WA	2196.53	2196.41	2098.2	2090.2	2089.06	2087.27	106.33	107.35	Snohomish	 WA
3037	Spokane, WA	1780.82	1780.72	1761.82	1763.81	1763.64	1763.79	17.01	17.09	Spokane	 WA
3038	Stevens, WA	2540.66	2540.64	2470.11	2478.33	2478.3	2477.77	62.33	62.34	Stevens	 WA
3039	Thurston, WA	773.68	773.64	726.52	727.06	727.02	721.96	46.62	46.62	Thurston	 WA
3040	Wahkiakum, WA	286.7	286.69	260.7	264.25	264.24	263.38	22.45	22.45	Wahkiakum	 WA
3041	Walla Walla, WA	1299.23	1299.25	1261.43	1270.49	1270.51	1270.13	28.74	28.74	Walla Walla	 WA
3042	Whatcom, WA	2503.64	2503.55	2124.67	2120.05	2119.53	2106.86	383.59	384.02	Whatcom	 WA
3043	Whitman, WA	2177.61	2177.6	2151.24	2159.38	2159.37	2159.09	18.23	18.23	Whitman	 WA
3044	Yakima, WA	4311.78	4311.61	4286.71	4296.12	4296.23	4295.4	15.66	15.38	Yakima	 WA
3045	WEST VIRGINIA	24231.44	24229.76	24119.03	24086.55	24077.73	24038.21	144.89	152.03		
3046	Barbour, WV	342.77	342.75	342.92	340.81	340.79	341.06	1.96	1.96	Barbour	 WV
3047	Berkeley, WV	321.61	321.58	321.46	321.18	321.14	321.14	0.43	0.44	Berkeley	 WV
3048	Boone, WV	503.22	503.18	503.16	503.02	502.98	501.54	0.2	0.2	Boone	 WV
3049	Braxton, WV	516.2	516.17	512.86	513.51	513.48	510.81	2.69	2.69	Braxton	 WV
3050	Brooke, WV	92.26	92.26	89.99	88.85	88.85	89.21	3.41	3.41	Brooke	 WV
3051	Cabell, WV	288.04	288.02	282.23	281.61	281.59	281.02	6.43	6.43	Cabell	 WV
3052	Calhoun, WV	280.65	280.64	280.41	280.63	280.62	279.25	0.02	0.02	Calhoun	 WV
3053	Clay, WV	343.85	343.82	346.38	342.43	342.4	341.9	1.42	1.42	Clay	 WV
3054	Doddridge, WV	320.51	320.48	320.64	320.46	320.43	319.72	0.05	0.05	Doddridge	 WV
3055	Fayette, WV	668.4	668.36	666.62	663.97	663.93	661.55	4.43	4.43	Fayette	 WV
3056	Gilmer, WV	340.09	340.07	339.68	340.07	340.05	338.5	0.02	0.02	Gilmer	 WV
3057	Grant, WV	480.23	480.19	480.3	477.24	477.21	477.37	2.99	2.99	Grant	 WV
3058	Greenbrier, WV	1024.49	1024.43	1024.64	1021.32	1021.26	1019.57	3.17	3.17	Greenbrier	 WV
3059	Hampshire, WV	644.67	644.62	644.46	641.77	641.72	640.25	2.9	2.9	Hampshire	 WV
