,FIPS,Name,State,Latitudes,Longitudes
519,37055,Dare,NC,35.6549619,-75.62080879999999
520,37057,Davidson,NC,35.4993031,-80.8486846
521,37059,Davie,NC,35.9367033,-80.5882803
522,37061,Duplin,NC,34.8840095,-78.0195387
523,37063,Durham,NC,35.9940329,-78.898619
524,37065,Edgecombe,NC,35.8840053,-77.6536125
525,37067,Forsyth,NC,36.1200003,-80.1875065
526,37069,Franklin,NC,35.1823171,-83.3815429
527,37071,Gaston,NC,36.5004281,-77.6449804
528,37077,Granville,NC,36.2799451,-78.6114999
529,37081,Guilford,NC,36.0899873,-79.8296743
530,37083,Halifax,NC,36.328486,-77.5894199
531,37085,Harnett,NC,35.35786480000001,-78.8835548
532,37091,Hertford,NC,36.1901579,-76.4660519
533,37093,Hoke,NC,35.0432488,-79.24511489999999
534,37097,Iredell,NC,35.8310501,-80.89865019999999
535,37099,Jackson,NC,36.3895976,-77.4213614
536,37101,Johnston,NC,35.4403514,-78.3842227
537,37109,Lincoln,NC,35.4637028,-81.20781640000001
538,37115,Madison,NC,36.385415,-79.959485
539,37119,Mecklenburg,NC,35.2632655,-80.8543847
540,37125,Moore,NC,35.3674493,-79.4703885
541,37127,Nash,NC,35.9597948,-77.973865
542,37129,New Hanover,NC,34.2154913,-77.88245959999999
543,37131,Northampton,NC,36.4159635,-77.4242972
544,37133,Onslow,NC,34.6540094,-77.4701972
545,37135,Orange,NC,36.0263022,-79.1096901
546,37139,Pasquotank,NC,36.2927068,-76.317414
547,37141,Pender,NC,34.5170729,-77.8367282
548,37147,Pitt,NC,35.5589221,-77.4242972
549,37151,Randolph,NC,35.7449531,-79.8296743
550,37153,Richmond,NC,35.003045,-79.7848422
551,37155,Robeson,NC,34.6383858,-79.1096901
552,37157,Rockingham,NC,34.9393201,-79.7739457
553,37159,Rowan,NC,35.6303455,-80.54384499999999
554,37161,Rutherford,NC,35.4258737,-81.909826
555,37163,Sampson,NC,34.9197548,-78.3842227
556,37165,Scotland,NC,34.8451203,-79.4703885
557,37167,Stanly,NC,35.30145540000001,-80.23213129999999
558,37169,Stokes,NC,35.7160177,-77.26580969999999
559,37171,Surry,NC,36.3743453,-80.6770787
560,37179,Union,NC,34.9338651,-80.54384499999999
561,37181,Vance,NC,36.3479057,-78.4297187
562,37183,Wake,NC,35.8031909,-78.5660852
563,37189,Watauga,NC,36.1941825,-81.73494199999999
564,37191,Wayne,NC,35.3565499,-77.973865
565,37193,Wilkes,NC,36.202858,-81.2518833
566,37195,Wilson,NC,35.7212689,-77.9155395
567,37199,Yancey,NC,35.888897,-82.34518899999999
568,38017,Cass,ND,47.071168,-97.12155790000001
569,38035,Grand Forks,ND,47.9252568,-97.0328547
570,38043,Kidder,ND,46.8766313,-99.7506856
571,38053,McKenzie,ND,46.8236143,-100.4152368
572,38093,Stutsman,ND,46.939184,-98.99091390000001
573,39003,Allen,OH,40.769946,-84.14351359999999
574,39007,Ashtabula,OH,41.8650534,-80.7898089
575,39011,Auglaize,OH,40.5781556,-84.3542049
576,39013,Belmont,OH,40.0292374,-81.0389883
577,39015,Brown,OH,38.9092089,-83.8473015
578,39017,Butler,OH,40.5883933,-82.4248862
579,39021,Champaign,OH,40.10258169999999,-83.804868
580,39023,Clark,OH,39.8912092,-83.67739279999999
581,39025,Clermont,OH,39.0928449,-84.1857115
582,39027,Clinton,OH,40.9267224,-81.63040219999999
583,39029,Columbiana,OH,40.88839309999999,-80.69396429999999
584,39033,Crawford,OH,40.8268068,-82.99316069999999
585,39035,Cuyahoga,OH,41.433923,-81.67582
586,39041,Delaware,OH,40.2986724,-83.067965
587,39043,Erie,OH,41.4349882,-82.4752757
588,39045,Fairfield,OH,39.3454673,-84.5603187
589,39049,Franklin,OH,39.5589474,-84.30410739999999
590,39051,Fulton,OH,40.4625607,-82.8287895
591,39055,Geauga,OH,41.4641521,-81.20781640000001
592,39059,Guernsey,OH,40.1817377,-81.592343
593,39061,Hamilton,OH,39.3995008,-84.5613355
594,39063,Hancock,OH,41.0273131,-83.67739279999999
595,39065,Hardin,OH,40.2864176,-84.2450844
596,39069,Henry,OH,41.3659897,-84.01674229999999
597,39073,Hocking,OH,39.4909358,-82.4752757
598,39075,Holmes,OH,40.5540928,-81.909826
599,39077,Huron,OH,41.3950489,-82.55517329999999
600,39081,Jefferson,OH,41.7386662,-80.7698066
601,39083,Knox,OH,40.459564,-82.3017728
602,39085,Lake,OH,41.981532,-81.2518833
603,39087,Lawrence,OH,40.873012,-81.5815776
604,39089,Licking,OH,40.1460895,-82.4752757
605,39093,Lorain,OH,41.452819,-82.1823746
606,39095,Lucas,OH,40.7050579,-82.4182204
607,39099,Mahoning,OH,40.9871753,-80.7214417
608,39101,Marion,OH,40.5886699,-83.1285242
609,39103,Medina,OH,41.143245,-81.8552196
610,39107,Mercer,OH,40.59405479999999,-84.68974949999999
611,39109,Miami,OH,39.5105334,-84.73087679999999
612,39111,Monroe,OH,39.44033599999999,-84.3621634
613,39113,Montgomery,OH,39.2281143,-84.35410619999999
614,39119,Muskingum,OH,39.9478393,-81.9534815
615,39123,Ottawa,OH,41.0192185,-84.0471666
616,39133,Portage,OH,41.3267189,-83.6507668
617,39135,Preble,OH,39.7778251,-84.68974949999999
618,39139,Richland,OH,40.7566723,-82.5185837
619,39143,Sandusky,OH,41.4561754,-82.71168209999999
620,39145,Scioto,OH,38.861065,-82.99316069999999
621,39147,Seneca,OH,41.1585179,-83.1649001
622,39149,Shelby,OH,40.88144519999999,-82.6618424
623,39151,Stark,OH,40.8684676,-81.2518833
624,39153,Summit,OH,41.0918991,-81.5596427
625,39155,Trumbull,OH,41.3064984,-80.7214417
626,39157,Tuscarawas,OH,40.3947887,-81.4070577
627,39159,Union,OH,39.8978327,-84.3063343
628,39165,Warren,OH,41.2375569,-80.81841659999999
629,39169,Wayne,OH,41.3014415,-83.4735393
630,39171,Williams,OH,41.55076020000001,-84.5222189
631,39173,Wood,OH,41.34784579999999,-83.67739279999999
632,40001,Adair,OK,36.4367575,-95.2713584
633,40005,Atoka,OK,34.3859257,-96.12832519999999
634,40017,Canadian,OK,35.1773201,-95.65526589999999
635,40027,Cleveland,OK,36.3100688,-96.4641886
636,40031,Comanche,OK,34.3689747,-97.96392399999999
637,40035,Craig,OK,36.7571907,-95.1432068
638,40037,Creek,OK,35.8362494,-96.3226072
639,40041,Delaware,OK,36.7786985,-95.6394227
640,40049,Garvin,OK,33.9539972,-94.9424443
641,40053,Grant,OK,33.9430894,-95.5138162
642,40077,Latimer,OK,34.835035,-95.3102505
643,40091,McIntosh,OK,35.3466151,-95.6457951
644,40109,Oklahoma,OK,35.4675602,-97.5164276
645,40119,Payne,OK,36.1449988,-97.0068393
646,40121,Pittsburg,OK,34.7131522,-95.84998979999999
647,40131,Rogers,OK,36.3898068,-95.6457951
648,40133,Seminole,OK,35.2245201,-96.67057299999999
649,40139,Texas,OK,36.8301318,-101.4339148
650,40143,Tulsa,OK,36.1539816,-95.99277500000001
651,41003,Benton,OR,44.6281686,-123.3873877
652,41007,Clatsop,OR,46.0210796,-123.7653042
653,41017,Deschutes,OR,44.1565074,-121.2555881
654,41033,Josephine,OR,42.3447572,-123.4568737
655,41039,Lane,OR,43.9610092,-122.6618227
656,41047,Marion,OR,44.7490108,-122.942314
657,41051,Multnomah,OR,45.5145659,-122.5863211
658,41059,Umatilla,OR,45.9173549,-119.3425179
659,42001,Adams,PA,40.9411749,-79.6422699
660,42003,Allegheny,PA,40.4450813,-80.0087746
661,42005,Armstrong,PA,40.8790518,-79.4703885
662,42007,Beaver,PA,40.6953437,-80.30478459999999
663,42009,Bedford,PA,40.0186921,-78.50390689999999
664,42011,Berks,PA,40.3451566,-75.9927652
665,42013,Blair,PA,40.4531318,-78.3842227
666,42015,Bradford,PA,41.9564953,-78.649163
667,42017,Bucks,PA,40.4107964,-75.2479061
668,42019,Butler,PA,40.8611755,-79.89533279999999
669,42021,Cambria,PA,40.4894231,-78.74762079999999
670,42023,Cameron,PA,41.4261564,-78.1564432
671,42025,Carbon,PA,40.901975,-75.667356
672,42027,Centre,PA,40.8765649,-77.8367282
673,42029,Chester,PA,39.849557,-75.3557457
674,42031,Clarion,PA,41.2147851,-79.3853218
675,42033,Clearfield,PA,41.0272796,-78.4391876
676,42035,Clinton,PA,40.4913949,-80.2973027
677,42037,Columbia,PA,40.0337085,-76.50440979999999
678,42039,Crawford,PA,41.6661391,-80.2767327
679,42041,Cumberland,PA,40.1299841,-77.2405153
680,42043,Dauphin,PA,40.3673093,-76.9310859
681,42045,Delaware,PA,39.907793,-75.3878525
682,42047,Elk,PA,41.4284924,-78.5660852
683,42049,Erie,PA,42.12922409999999,-80.085059
684,42051,Fayette,PA,39.9272324,-79.6502105
685,42053,Forest,PA,41.53410119999999,-79.24511489999999
686,42055,Franklin,PA,41.3978358,-79.8314437
687,42059,Greene,PA,39.8113005,-80.1875065
688,42061,Huntingdon,PA,40.48479589999999,-78.0102813
689,42063,Indiana,PA,40.6214551,-79.15253489999999
690,42065,Jefferson,PA,39.9300749,-80.0589461
691,42067,Juniata,PA,40.5521642,-77.4242972
692,42069,Lackawanna,PA,41.4421199,-75.5742467
693,42071,Lancaster,PA,40.0378755,-76.3055144
694,42073,Lawrence,PA,40.3064774,-80.128901
695,42075,Lebanon,PA,40.3409251,-76.4113497
696,42077,Lehigh,PA,40.6519679,-75.5742467
697,42079,Luzerne,PA,41.2856365,-75.9010304
698,42081,Lycoming,PA,41.2720004,-77.10249019999999
699,42083,McKean,PA,41.9968852,-80.1433144
700,42085,Mercer,PA,41.2270025,-80.2397852
701,42087,Mifflin,PA,40.5695217,-77.4027674
702,42089,Monroe,PA,41.0458376,-75.2479061
703,42091,Montgomery,PA,41.1703592,-76.8769076
704,42095,Northampton,PA,40.6862075,-75.4968501
705,42097,Northumberland,PA,40.8917519,-76.7974653
706,42099,Perry,PA,40.371376,-77.2405153
707,42101,Philadelphia,PA,39.9525839,-75.1652215
708,42103,Pike,PA,41.3361875,-75.06111469999999
709,42105,Potter,PA,41.6682559,-77.8367282
710,42107,Schuylkill,PA,40.6873058,-76.17837390000001
711,42109,Snyder,PA,40.750748,-77.0564464
712,42111,Somerset,PA,40.008411,-79.0780831
713,42113,Sullivan,PA,41.4781004,-76.5025742
714,42115,Susquehanna,PA,41.9436071,-75.5991789
715,42117,Tioga,PA,41.9086848,-77.1330265
716,42119,Union,PA,40.9894888,-77.0564464
717,42121,Venango,PA,41.7725563,-80.1131125
718,42123,Warren,PA,41.8439486,-79.1450445
719,42125,Washington,PA,40.17396,-80.2461714
720,42127,Wayne,PA,40.0415996,-75.3698895
721,42129,Westmoreland,PA,40.2353963,-79.4703885
722,42131,Wyoming,PA,41.3117471,-75.83741739999999
723,42133,York,PA,39.9625984,-76.727745
724,44001,Bristol,RI,41.6771101,-71.26620249999999
725,44003,Kent,RI,41.6579147,-71.7147951
726,44005,Newport,RI,41.4901024,-71.3128285
727,44007,Providence,RI,41.8239891,-71.4128343
728,44009,Washington,RI,41.45681130000001,-71.6673352
729,45001,Abbeville,SC,34.1781719,-82.3790147
730,45003,Aiken,SC,33.5604168,-81.7195533
731,45007,Anderson,SC,34.5034394,-82.6501332
732,45013,Beaufort,SC,32.4315813,-80.6698286
733,45015,Berkeley,SC,33.1260618,-80.0087746
734,45019,Charleston,SC,32.7764749,-79.93105120000001
735,45021,Cherokee,SC,35.0120404,-81.6035062
736,45025,Chesterfield,SC,34.7359889,-80.0881194
737,45031,Darlington,SC,34.2998762,-79.8761741
738,45033,Dillon,SC,34.4165505,-79.3711579
739,45035,Dorchester,SC,33.1680383,-80.54384499999999
740,45041,Florence,SC,34.1954331,-79.7625625
741,45043,Georgetown,SC,33.376834,-79.2944964
742,45045,Greenville,SC,34.85261759999999,-82.3940104
743,45047,Greenwood,SC,34.1954001,-82.1617883
744,45051,Horry,SC,33.9196567,-78.9288242
745,45055,Kershaw,SC,34.5518201,-80.5836836
746,45057,Lancaster,SC,34.7204257,-80.7709014
747,45059,Laurens,SC,34.4990116,-82.0142597
748,45063,Lexington,SC,33.9815369,-81.2362107
749,45069,Marlboro,SC,34.5582435,-79.6951103
750,45075,Orangeburg,SC,33.4918203,-80.8556476
751,45077,Pickens,SC,34.8834489,-82.7073573
752,45079,Richland,SC,34.0412165,-80.9428911
753,45083,Spartanburg,SC,34.9495672,-81.9320482
754,45085,Sumter,SC,33.9204354,-80.3414693
755,45091,York,SC,34.9943021,-81.24201750000002
756,46029,Codington,SD,44.9953593,-97.23487460000001
757,46035,Davison,SD,43.7242124,-98.2212979
758,46099,Minnehaha,SD,43.6631787,-96.83509989999999
759,46119,Sully,SD,44.7797647,-100.0681792
760,47003,Bedford,TN,35.4702472,-86.4592091
761,47005,Benton,TN,35.1742411,-84.6535468
762,47009,Blount,TN,35.6710541,-83.8473015
763,47011,Bradley,TN,35.1937778,-84.8567932
764,47017,Carroll,TN,35.9917193,-88.4016041
765,47019,Carter,TN,36.2638604,-82.12783999999999
766,47021,Cheatham,TN,36.184749,-87.10237459999999
767,47023,Chester,TN,35.4270939,-88.6723578
768,47025,Claiborne,TN,36.4830423,-83.63484299999999
769,47033,Crockett,TN,35.7812386,-89.1324866
770,47037,Davidson,TN,36.1342563,-86.8220341
771,47045,Dyer,TN,36.0667348,-88.99395489999999
772,47053,Gibson,TN,35.8753458,-88.846728
773,47055,Giles,TN,35.0894745,-86.9824288
774,47059,Greene,TN,36.1347943,-82.82097399999999
775,47063,Hamblen,TN,36.2054334,-83.2934086
776,47065,Hamilton,TN,35.1618966,-85.14793639999999
777,47081,Hickman,TN,36.1439464,-85.9405429
778,47093,Knox,TN,35.9874629,-83.9419784
779,47099,Lawrence,TN,35.2761735,-87.460397
780,47105,Loudon,TN,35.7328541,-84.3338112
781,47107,McMinn,TN,35.4037048,-84.6479124
782,47113,Madison,TN,36.25620019999999,-86.7143516
783,47117,Marshall,TN,35.4792517,-86.7818523
784,47123,Monroe,TN,36.4370083,-85.24246219999999
785,47125,Montgomery,TN,36.4960406,-87.460397
786,47131,Obion,TN,36.2589567,-89.19173529999999
787,47133,Overton,TN,36.3880346,-85.31362179999999
788,47145,Roane,TN,35.836117,-84.56414699999999
789,47147,Robertson,TN,36.5250666,-86.86218269999999
790,47149,Rutherford,TN,36.1275673,-88.98589880000002
791,47155,Sevier,TN,35.8271682,-83.5070203
792,47157,Shelby,TN,35.1268552,-89.9253233
793,47163,Sullivan,TN,36.4933147,-82.34518899999999
794,47165,Sumner,TN,36.4718084,-86.49965460000001
795,47167,Tipton,TN,35.5217179,-89.7379958
796,47179,Washington,TN,36.3321016,-82.5185837
797,47185,White,TN,35.9189882,-85.52002399999999
798,47187,Williamson,TN,35.9179271,-86.86218269999999
799,47189,Wilson,TN,36.1626241,-86.2970998
800,48005,Angelina,TX,31.2704698,-94.645035
801,48007,Aransas,TX,27.8339158,-97.06109939999999
802,48025,Bee,TX,28.3624206,-97.69822719999999
803,48027,Bell,TX,31.134411,-97.5247243
804,48029,Bexar,TX,29.4200763,-98.5721016
805,48037,Bowie,TX,33.5589953,-97.84864569999999
806,48041,Brazos,TX,30.6504141,-96.3226072
807,48047,Brooks,TX,27.0273057,-98.2212979
808,48059,Callahan,TX,32.2728116,-99.456155
809,48061,Cameron,TX,30.8532454,-96.9769304
810,48067,Cass,TX,33.09443420000001,-94.315422
811,48071,Chambers,TX,29.7524956,-94.6863782
812,48085,Collin,TX,33.1795213,-96.49297969999999
813,48091,Comal,TX,29.8105572,-98.2212979
814,48093,Comanche,TX,31.8973693,-98.60365809999999
815,48099,Coryell,TX,31.4774358,-97.87216
816,48113,Dallas,TX,32.7766642,-96.79698789999999
817,48121,Denton,TX,33.2148412,-97.13306829999999
818,48135,Ector,TX,33.5773281,-96.27331450000001
819,48139,Ellis,TX,32.2619765,-96.83509989999999
820,48141,El Paso,TX,31.7618778,-106.4850217
821,48157,Fort Bend,TX,29.5692614,-95.81428849999999
822,48167,Galveston,TX,29.3013479,-94.7976958
823,48181,Grayson,TX,33.7062406,-96.663812
824,48183,Gregg,TX,32.4892547,-94.8520636
825,48187,Guadalupe,TX,29.6477307,-97.87216
826,48189,Hale,TX,34.1064941,-101.8891721
827,48199,Hardin,TX,30.15243479999999,-94.73908899999999
828,48201,Harris,TX,29.7751825,-95.3102505
829,48213,Henderson,TX,32.1532156,-94.7993802
830,48215,Hidalgo,TX,26.1003547,-98.2630684
831,48245,Jefferson,TX,32.7573626,-94.34519259999999
832,48251,Johnson,TX,32.4133566,-97.35165579999999
833,48253,Jones,TX,32.7833435,-99.8124935
834,48257,Kaufman,TX,32.5890238,-96.3088693
835,48265,Kerr,TX,30.0945305,-99.456155
836,48277,Lamar,TX,28.1394565,-97.0055455
837,48285,Lavaca,TX,29.33590539999999,-96.83509989999999
838,48287,Lee,TX,30.2967161,-96.9638624
839,48291,Liberty,TX,30.057993,-94.7954783
840,48299,Llano,TX,30.75934519999999,-98.67503789999999
841,48303,Lubbock,TX,33.5778631,-101.8551665
842,48309,McLennan,TX,31.5182285,-97.179026
843,48321,Matagorda,TX,28.691133,-95.96827139999999
844,48323,Maverick,TX,28.7410473,-100.3497895
845,48325,Medina,TX,29.7972496,-99.248516
846,48329,Midland,TX,31.9973456,-102.0779146
847,48337,Montague,TX,33.6649474,-97.7205807
848,48339,Montgomery,TX,30.3882613,-95.69633549999999
849,48349,Navarro,TX,31.99849,-96.3783131
850,48355,Nueces,TX,27.7693351,-97.4814163
851,48367,Parker,TX,33.0553975,-96.6219376
852,48375,Potter,TX,35.404373,-101.9804613
853,48381,Randall,TX,34.9020377,-101.7979613
854,48389,Reeves,TX,31.4307975,-103.7289167
855,48397,Rockwall,TX,32.93123360000001,-96.4597089
856,48423,Smith,TX,32.3352505,-95.3102505
857,48427,Starr,TX,26.6215167,-98.7481167
858,48439,Tarrant,TX,32.7732044,-97.35165579999999
859,48443,Terrell,TX,32.7359626,-96.2752569
860,48451,Tom Green,TX,31.3839017,-100.439656
861,48453,Travis,TX,31.1354588,-97.0027678
862,48465,Val Verde,TX,29.8687682,-101.1617356
863,48467,Van Zandt,TX,32.4936974,-95.81428849999999
864,48473,Waller,TX,30.0566085,-95.9268986
865,48475,Ward,TX,31.5395559,-103.1279039
866,48479,Webb,TX,27.7925109,-99.4228149
867,48491,Williamson,TX,30.7591685,-97.69822719999999
868,48493,Wilson,TX,33.31703520000001,-101.7240454
869,48497,Wise,TX,33.2895861,-97.69822719999999
870,49011,Davis,UT,40.9628845,-112.0953297
871,49035,Salt Lake,UT,40.7607793,-111.8910474
872,49043,Summit,UT,37.801087,-112.9363354
873,49045,Tooele,UT,40.53077760000001,-112.29828
874,49049,Utah,UT,39.3209801,-111.0937311
875,49057,Weber,UT,41.2602635,-111.9522491
876,50001,Addison,VT,44.0886671,-73.30262200000001
877,50003,Bennington,VT,42.8781345,-73.1967741
878,50007,Chittenden,VT,43.7271064,-72.9428417
879,50009,Essex,VT,44.4905054,-73.1112433
880,50011,Franklin,VT,44.9812585,-72.91655469999999
881,50013,Grand Isle,VT,44.72254359999999,-73.2923538
882,50015,Lamoille,VT,44.64334179999999,-72.6314026
883,50017,Orange,VT,44.148376,-72.4030806
884,50019,Orleans,VT,44.8113194,-72.2025287
885,50021,Rutland,VT,43.6106237,-72.9726065
886,50023,Washington,VT,44.105619,-72.43260099999999
887,50025,Windham,VT,43.1734338,-72.7234481
888,50027,Windsor,VT,43.4799996,-72.3865679
889,51001,Accomack,VA,37.7063323,-75.8069082
890,51003,Albemarle,VA,38.0567092,-78.6114999
891,51011,Appomattox,VA,37.3570894,-78.8252911
892,51013,Arlington,VA,38.8799697,-77.1067698
893,51015,Augusta,VA,33.4653465,-82.0257304
894,51019,Bedford,VA,37.3343079,-79.52308769999999
895,51023,Botetourt,VA,37.5774613,-79.7848422
896,51025,Brunswick,VA,36.7570589,-77.8367282
897,51031,Campbell,VA,37.221014,-79.1096901
898,51035,Carroll,VA,36.6778699,-80.7214417
899,51036,Charles City,VA,37.34389060000001,-77.071268
900,51041,Chesterfield,VA,37.3770935,-77.5049863
901,51047,Culpeper,VA,38.4729632,-77.9962512
902,51057,Essex,VA,37.9671684,-76.964306
903,51059,Fairfax,VA,38.84622359999999,-77.30637329999999
904,51061,Fauquier,VA,38.7208787,-77.79097759999999
905,51067,Franklin,VA,36.6776507,-76.9224608
906,51069,Frederick,VA,39.2096441,-78.2601024
907,51073,Gloucester,VA,37.4098631,-76.52661739999999
908,51075,Goochland,VA,37.6841421,-77.885374
909,51079,Greene,VA,38.3120359,-78.4524591
910,51083,Halifax,VA,36.7659709,-78.92834409999999
911,51085,Hanover,VA,37.7665686,-77.37024439999999
912,51087,Henrico,VA,37.5059332,-77.3324425
913,51093,Isle of Wight,VA,36.9288915,-76.6874701
914,51095,James City,VA,37.3002132,-76.8028933
915,51107,Loudoun,VA,39.076767,-77.6536125
916,51109,Louisa,VA,38.0251394,-78.00416489999999
917,51121,Montgomery,VA,37.2070304,-80.4103957
918,51125,Nelson,VA,37.7478599,-78.8835548
919,51143,Pittsylvania,VA,36.7440186,-79.4703885
920,51149,Prince George,VA,37.1593052,-77.2405153
921,51153,Prince William,VA,38.7838939,-77.6077865
922,51155,Pulaski,VA,37.0478982,-80.7797935
923,51157,Rappahannock,VA,38.6762327,-78.1564432
924,51159,Richmond,VA,37.5407246,-77.4360481
925,51163,Rockbridge,VA,37.8062214,-79.5153773
926,51165,Rockingham,VA,38.5825919,-78.8835548
927,51171,Shenandoah,VA,38.4851245,-78.625016
928,51173,Smyth,VA,36.8687921,-81.5596427
929,51175,Southampton,VA,36.6788512,-77.10249019999999
930,51177,Spotsylvania,VA,38.204165,-77.6077865
931,51179,Stafford,VA,38.4220687,-77.4083086
932,51193,Westmoreland,VA,38.112732,-76.7798172
933,51197,Wythe,VA,36.9484414,-81.0848477
934,51199,York,VA,37.2103925,-76.3868797
935,51510,Alexandria City,VA,38.8048355,-77.0469214
936,51540,Charlottesville City,VA,38.0293059,-78.47667810000002
937,51550,Chesapeake City,VA,36.7682088,-76.2874927
938,51590,Danville City,VA,36.5859718,-79.39502279999999
939,51600,Fairfax City,VA,38.84622359999999,-77.30637329999999
940,51620,Franklin City,VA,36.6776507,-76.9224608
941,51640,Galax City,VA,36.6612387,-80.9239671
942,51650,Hampton City,VA,37.0298687,-76.34522179999999
943,51660,Harrisonburg City,VA,38.4495688,-78.8689155
944,51670,Hopewell City,VA,37.3043154,-77.28720009999999
945,51680,Lynchburg City,VA,37.4137536,-79.14224639999999
946,51690,Martinsville City,VA,36.6915262,-79.8725386
947,51700,Newport News City,VA,37.0870821,-76.4730122
948,51710,Norfolk City,VA,36.8507689,-76.28587259999999
949,51730,Petersburg City,VA,37.2279279,-77.40192669999999
950,51740,Portsmouth City,VA,36.8354258,-76.2982742
951,51750,Radford City,VA,37.13179239999999,-80.5764477
952,51760,Richmond City,VA,37.5407246,-77.4360481
953,51770,Roanoke City,VA,37.2709704,-79.9414266
954,51790,Staunton City,VA,38.149576,-79.0716958
955,51800,Suffolk City,VA,36.7282054,-76.5835621
956,51810,Virginia Beach City,VA,36.8529263,-75.97798499999999
957,51820,Waynesboro City,VA,38.0684692,-78.8894682
958,53007,Chelan,WA,47.8408323,-120.0168079
959,53011,Clark,WA,45.7466471,-122.5194378
960,53021,Franklin,WA,47.3009348,-121.9528898
961,53029,Island,WA,48.19765,-122.579457
962,53033,King,WA,47.5480339,-121.9836029
963,53035,Kitsap,WA,47.6476607,-122.6412583
964,53041,Lewis,WA,46.6195461,-122.4554639
965,53053,Pierce,WA,47.0675877,-122.1295269
966,53061,Snohomish,WA,47.91287560000001,-122.0981847
967,53063,Spokane,WA,47.6587802,-117.4260465
968,53067,Thurston,WA,46.8645747,-122.7695986
969,53073,Whatcom,WA,48.8787167,-121.9718658
970,54003,Berkeley,WV,39.4885604,-78.0651931
971,54021,Gilmer,WV,38.9203312,-80.8543847
972,54025,Greenbrier,WV,38.0198478,-80.54384499999999
973,54033,Harrison,WV,39.33481260000001,-80.365865
974,54037,Jefferson,WV,38.3753721,-81.7804057
975,54039,Kanawha,WV,38.2556905,-81.42789839999999
976,54049,Marion,WV,39.5288627,-80.23213129999999
977,54051,Marshall,WV,38.8248083,-81.53595729999999
978,54055,Mercer,WV,37.4322638,-81.1196075
979,54059,Mingo,WV,37.76078010000001,-82.1713632
980,54061,Monongalia,WV,39.6695849,-79.96403389999999
981,54077,Preston,WV,39.5641007,-79.6951103
982,54083,Randolph,WV,38.8092552,-80.0087746
983,54089,Summers,WV,37.5812062,-80.8543847
984,54103,Wetzel,WV,39.5655978,-80.6770787
985,54107,Wood,WV,39.2154345,-81.47183869999999
986,55021,Columbia,WI,43.40466319999999,-89.3226954
987,55025,Dane,WI,43.2505472,-89.5015088
988,55027,Dodge,WI,44.1321852,-91.5520942
989,55037,Florence,WI,45.9224168,-88.2520047
990,55039,Fond du Lac,WI,43.7730448,-88.4470508
991,55043,Grant,WI,42.9397015,-90.6773046
992,55059,Kenosha,WI,42.5847425,-87.82118539999999
993,55061,Kewaunee,WI,44.4583321,-87.50313969999999
994,55069,Lincoln,WI,44.6180518,-87.6420375
995,55071,Manitowoc,WI,44.0886059,-87.657584
996,55073,Marathon,WI,44.9064657,-89.7942892
997,55079,Milwaukee,WI,43.0389025,-87.9064736
998,55081,Monroe,WI,42.60111939999999,-89.6384532
999,55087,Outagamie,WI,44.4636545,-88.4016041
1000,55089,Ozaukee,WI,43.3819496,-87.6186379
1001,55101,Racine,WI,42.7261309,-87.78285230000002
1002,55107,Rusk,WI,45.51936490000001,-91.1563029
1003,55109,St Croix,WI,45.0497844,-92.3875695
1004,55119,Taylor,WI,44.3210709,-91.1198757
1005,55127,Walworth,WI,42.5311279,-88.5995456
1006,55129,Washburn,WI,46.6732722,-90.8949075
1007,55131,Washington,WI,45.3948295,-86.9313007
1008,55133,Waukesha,WI,43.0116784,-88.2314813
1009,55141,Wood,WI,44.4558115,-90.1682271
1010,56039,Teton,WY,43.853632,-110.6314491
1011,72005,Aguadilla,PR,18.4274454,-67.1540698
1012,72007,Aguas Buenas,PR,18.2568989,-66.1029442
1013,72013,Arecibo,PR,18.444247,-66.6464068
1014,72023,Cabo Rojo,PR,18.0875347,-67.14699639999999
1015,72037,Ceiba,PR,18.2619141,-65.64810589999999
1016,72045,Comerio,PR,18.2183658,-66.2263048
1017,72055,Guanica,PR,17.9725145,-66.9086264
1018,72071,Isabela,PR,18.4703856,-67.0242062
1019,72097,Mayaguez,PR,18.2013452,-67.1451549
1020,72099,Moca,PR,18.3946688,-67.1132356
1021,72101,Morovis,PR,18.325785,-66.4065592
1022,72113,Ponce,PR,18.0110768,-66.6140616
1023,72119,Rio Grande,PR,18.3786196,-65.83933379999999
1024,72121,Sabana Grande,PR,18.0777392,-66.9604549
1025,72123,Salinas,PR,18.0022251,-66.2605176
1026,72127,San Juan,PR,18.4655394,-66.1057355
1027,72137,Toa Baja,PR,18.4444709,-66.2543293
1028,72145,Vega Baja,PR,18.4469223,-66.3973145
1029,78010,St. Croix,VI,17.7245968,-64.83479919999999
1030,78030,St. Thomas,VI,18.3380965,-64.8940946
